Date,Relative Food
2022-12-01,1.1619856303069889
2023-01-01,1.1760883690708253
2023-02-01,1.178640776699029
2023-03-01,1.1745009658725047
2023-04-01,1.1707161125319692
2023-05-01,1.175796178343949
2023-06-01,1.1755725190839696
2023-07-01,1.1733080328905756
2023-08-01,1.1676118462507878
2023-09-01,1.1684542586750788
